path,age,elderly
data\non_elderly\54_0_1_20170117190531158.jpg.chip.jpg,54,0
data\non_elderly\10_1_0_20170109205134282.jpg.chip.jpg,10,0
data\non_elderly\49_0_0_20170119202355566.jpg.chip.jpg,49,0
data\non_elderly\50_0_1_20170117173404026.jpg.chip.jpg,50,0
data\non_elderly\52_0_4_20170104212316604.jpg.chip.jpg,52,0
data\non_elderly\41_0_0_20170116214404363.jpg.chip.jpg,41,0
data\non_elderly\20_1_2_20170104021544485.jpg.chip.jpg,20,0
data\non_elderly\7_1_0_20170109204841362.jpg.chip.jpg,7,0
data\aligned_clean\72_1_0_20170110175340308.jpg.chip.jpg,72,1
data\non_elderly\57_1_0_20170110154547015.jpg.chip.jpg,57,0
data\aligned_clean\75_0_0_20170111201904798.jpg.chip.jpg,75,1
data\aligned_clean\86_0_2_20170111210346308.jpg.chip.jpg,86,1
data\aligned_clean\95_1_2_20170120225327083.jpg.chip.jpg,95,1
data\aligned_clean\92_1_0_20170110182830022.jpg.chip.jpg,92,1
data\non_elderly\58_0_1_20170113174947234.jpg.chip.jpg,58,0
data\non_elderly\50_1_0_20170109012137723.jpg.chip.jpg,50,0
data\non_elderly\26_0_2_20170116181317521.jpg.chip.jpg,26,0
data\non_elderly\6_1_2_20161219153411316.jpg.chip.jpg,6,0
data\aligned_clean\80_0_1_20170111205621738.jpg.chip.jpg,80,1
data\non_elderly\47_1_0_20170103183432930.jpg.chip.jpg,47,0
data\aligned_clean\73_1_0_20170110141108353.jpg.chip.jpg,73,1
data\non_elderly\7_1_4_20161221202624721.jpg.chip.jpg,7,0
data\non_elderly\9_0_0_20170110215514548.jpg.chip.jpg,9,0
data\non_elderly\53_1_0_20170109142039096.jpg.chip.jpg,53,0
data\non_elderly\19_1_0_20170105183247775.jpg.chip.jpg,19,0
data\non_elderly\57_1_0_20170109132244248.jpg.chip.jpg,57,0
data\non_elderly\57_0_0_20170113210319823.jpg.chip.jpg,57,0
data\non_elderly\44_0_3_20170119165814423.jpg.chip.jpg,44,0
data\non_elderly\14_1_0_20170109204218773.jpg.chip.jpg,14,0
data\non_elderly\17_1_0_20170109214021426.jpg.chip.jpg,17,0
data\non_elderly\5_0_1_20170110213713440.jpg.chip.jpg,5,0
data\non_elderly\41_1_0_20170105001044524.jpg.chip.jpg,41,0
data\aligned_clean\62_0_0_20170111205142071.jpg.chip.jpg,62,1
data\non_elderly\38_0_2_20170116165202051.jpg.chip.jpg,38,0
data\non_elderly\13_0_0_20170110225438328.jpg.chip.jpg,13,0
data\non_elderly\25_1_0_20170104021710995.jpg.chip.jpg,25,0
data\non_elderly\54_1_1_20170117194849551.jpg.chip.jpg,54,0
data\non_elderly\6_1_4_20170104005453175.jpg.chip.jpg,6,0
data\aligned_clean\61_0_0_20170111222237144.jpg.chip.jpg,61,1
data\aligned_clean\80_1_0_20170110154540002.jpg.chip.jpg,80,1
data\aligned_clean\63_0_0_20170117195107740.jpg.chip.jpg,63,1
data\aligned_clean\68_0_0_20170117172618723.jpg.chip.jpg,68,1
data\non_elderly\37_1_0_20170117140054979.jpg.chip.jpg,37,0
data\aligned_clean\65_0_2_20170112223951171.jpg.chip.jpg,65,1
data\aligned_clean\60_0_0_20170117172847880.jpg.chip.jpg,60,1
data\non_elderly\48_0_0_20170113184317135.jpg.chip.jpg,48,0
data\non_elderly\57_1_0_20170120221057091.jpg.chip.jpg,57,0
data\non_elderly\19_0_2_20170112003923755.jpg.chip.jpg,19,0
data\non_elderly\50_0_1_20170113142324284.jpg.chip.jpg,50,0
data\non_elderly\12_0_4_20170103201607807.jpg.chip.jpg,12,0
data\aligned_clean\80_0_0_20170111211700924.jpg.chip.jpg,80,1
data\non_elderly\51_0_0_20170104211553436.jpg.chip.jpg,51,0
data\non_elderly\53_1_0_20170116184028385.jpg.chip.jpg,53,0
data\non_elderly\28_0_1_20170113193253025.jpg.chip.jpg,28,0
data\non_elderly\19_1_0_20170109212458403.jpg.chip.jpg,19,0
data\non_elderly\15_0_3_20170104225254497.jpg.chip.jpg,15,0
data\non_elderly\35_0_0_20170117114924356.jpg.chip.jpg,35,0
data\aligned_clean\82_0_4_20170117190644623.jpg.chip.jpg,82,1
data\aligned_clean\72_1_2_20170110181718497.jpg.chip.jpg,72,1
data\aligned_clean\65_0_1_20170120224015174.jpg.chip.jpg,65,1
data\aligned_clean\66_1_0_20170110140814578.jpg.chip.jpg,66,1
data\non_elderly\49_0_3_20170119201611413.jpg.chip.jpg,49,0
data\non_elderly\47_0_0_20170105173254709.jpg.chip.jpg,47,0
data\aligned_clean\82_0_0_20170111222354407.jpg.chip.jpg,82,1
data\aligned_clean\65_0_0_20170111171747635.jpg.chip.jpg,65,1
data\non_elderly\56_0_1_20170117172244563.jpg.chip.jpg,56,0
data\aligned_clean\75_0_2_20170112220429241.jpg.chip.jpg,75,1
data\aligned_clean\79_0_0_20170111200506756.jpg.chip.jpg,79,1
data\aligned_clean\63_0_0_20170117195020915.jpg.chip.jpg,63,1
data\non_elderly\32_1_1_20170117140927443.jpg.chip.jpg,32,0
data\non_elderly\10_0_0_20170110220541850.jpg.chip.jpg,10,0
data\non_elderly\25_0_0_20170117151532082.jpg.chip.jpg,25,0
data\non_elderly\15_0_0_20170110232730918.jpg.chip.jpg,15,0
data\non_elderly\7_1_4_20170104010111013.jpg.chip.jpg,7,0
data\non_elderly\20_1_3_20170104231832057.jpg.chip.jpg,20,0
data\non_elderly\58_0_0_20170117191918155.jpg.chip.jpg,58,0
data\non_elderly\1_0_2_20161219192733154.jpg.chip.jpg,1,0
data\non_elderly\29_1_3_20170104214540068.jpg.chip.jpg,29,0
data\non_elderly\39_0_3_20170105164649724.jpg.chip.jpg,39,0
data\aligned_clean\61_0_3_20170109131758363.jpg.chip.jpg,61,1
data\aligned_clean\80_0_2_20170112224352147.jpg.chip.jpg,80,1
data\non_elderly\49_1_3_20170109012415373.jpg.chip.jpg,49,0
data\aligned_clean\75_0_1_20170111200107131.jpg.chip.jpg,75,1
data\aligned_clean\60_1_0_20170110154144201.jpg.chip.jpg,60,1
data\non_elderly\13_1_0_20170109204048554.jpg.chip.jpg,13,0
data\non_elderly\46_0_0_20170119150223726.jpg.chip.jpg,46,0
data\non_elderly\35_0_4_20170117141858070.jpg.chip.jpg,35,0
data\non_elderly\43_1_0_20170117155107368.jpg.chip.jpg,43,0
data\non_elderly\54_1_0_20170104185045990.jpg.chip.jpg,54,0
data\non_elderly\29_0_0_20170116214417558.jpg.chip.jpg,29,0
data\non_elderly\48_0_4_20170104213328405.jpg.chip.jpg,48,0
data\non_elderly\53_0_3_20170109132854337.jpg.chip.jpg,53,0
data\non_elderly\46_0_0_20170104205340845.jpg.chip.jpg,46,0
data\non_elderly\12_1_0_20170109203306886.jpg.chip.jpg,12,0
data\aligned_clean\75_0_3_20170111202756116.jpg.chip.jpg,75,1
data\non_elderly\24_0_0_20170117150001859.jpg.chip.jpg,24,0
data\aligned_clean\65_0_0_20170111210002336.jpg.chip.jpg,65,1
data\non_elderly\40_0_0_20170116233744337.jpg.chip.jpg,40,0
data\aligned_clean\70_1_1_20170117171523132.jpg.chip.jpg,70,1
data\non_elderly\44_0_3_20170119195247387.jpg.chip.jpg,44,0
data\non_elderly\43_0_2_20170116192612780.jpg.chip.jpg,43,0
data\non_elderly\33_1_1_20170112235129592.jpg.chip.jpg,33,0
data\aligned_clean\85_1_0_20170110184040927.jpg.chip.jpg,85,1
data\aligned_clean\65_0_0_20170111201922080.jpg.chip.jpg,65,1
data\non_elderly\8_1_4_20170109202358152.jpg.chip.jpg,8,0
data\non_elderly\45_0_0_20170116222010006.jpg.chip.jpg,45,0
data\aligned_clean\71_1_0_20170110160644048.jpg.chip.jpg,71,1
data\aligned_clean\86_0_2_20170112224559130.jpg.chip.jpg,86,1
data\non_elderly\59_0_0_20170111203940975.jpg.chip.jpg,59,0
data\non_elderly\36_0_3_20170119202126078.jpg.chip.jpg,36,0
data\non_elderly\1_1_0_20170109193408973.jpg.chip.jpg,1,0
data\non_elderly\37_0_0_20170117183419508.jpg.chip.jpg,37,0
data\non_elderly\23_1_2_20170116173253789.jpg.chip.jpg,23,0
data\non_elderly\40_1_4_20170103230416025.jpg.chip.jpg,40,0
data\aligned_clean\60_1_0_20170110140849306.jpg.chip.jpg,60,1
data\aligned_clean\69_1_0_20170110141818223.jpg.chip.jpg,69,1
data\non_elderly\24_1_1_20170112233347824.jpg.chip.jpg,24,0
data\aligned_clean\62_0_0_20170111204505433.jpg.chip.jpg,62,1
data\non_elderly\51_0_1_20170117194228848.jpg.chip.jpg,51,0
data\non_elderly\52_0_3_20170119160357804.jpg.chip.jpg,52,0
data\non_elderly\59_0_0_20170117185053635.jpg.chip.jpg,59,0
data\non_elderly\6_0_4_20161221200807209.jpg.chip.jpg,6,0
data\non_elderly\32_1_1_20170116160935586.jpg.chip.jpg,32,0
data\non_elderly\39_0_0_20170104204347174.jpg.chip.jpg,39,0
data\aligned_clean\84_1_0_20170120230440130.jpg.chip.jpg,84,1
data\non_elderly\45_0_0_20170117172231908.jpg.chip.jpg,45,0
data\aligned_clean\101_0_0_20170112213500903.jpg.chip.jpg,101,1
data\non_elderly\25_1_1_20170116003230778.jpg.chip.jpg,25,0
data\non_elderly\19_0_0_20170117140603777.jpg.chip.jpg,19,0
data\non_elderly\17_1_1_20170112230710598.jpg.chip.jpg,17,0
data\non_elderly\3_1_0_20170109192130439.jpg.chip.jpg,3,0
data\non_elderly\49_0_3_20170119201605981.jpg.chip.jpg,49,0
data\non_elderly\20_0_1_20170113132706143.jpg.chip.jpg,20,0
data\non_elderly\22_0_3_20170119162917829.jpg.chip.jpg,22,0
data\aligned_clean\79_1_0_20170120225803298.jpg.chip.jpg,79,1
data\non_elderly\14_0_0_2017011022340900.jpg.chip.jpg,14,0
data\aligned_clean\84_0_0_20170111211153326.jpg.chip.jpg,84,1
data\aligned_clean\75_0_0_20170117173011522.jpg.chip.jpg,75,1
data\aligned_clean\75_1_0_20170110131723117.jpg.chip.jpg,75,1
data\aligned_clean\83_1_0_20170110160644142.jpg.chip.jpg,83,1
data\non_elderly\22_0_0_20170104214301269.jpg.chip.jpg,22,0
data\aligned_clean\80_1_0_20170110154249092.jpg.chip.jpg,80,1
data\aligned_clean\89_1_0_20170120230445570.jpg.chip.jpg,89,1
data\non_elderly\16_1_0_20170109213948727.jpg.chip.jpg,16,0
data\non_elderly\53_1_0_20170110140721731.jpg.chip.jpg,53,0
data\non_elderly\58_1_0_20170109142427954.jpg.chip.jpg,58,0
data\non_elderly\53_1_0_20170116200916159.jpg.chip.jpg,53,0
data\non_elderly\29_0_3_20170104230635409.jpg.chip.jpg,29,0
data\aligned_clean\64_1_0_20170110131951168.jpg.chip.jpg,64,1
data\non_elderly\4_1_4_20161221201901345.jpg.chip.jpg,4,0
data\aligned_clean\65_1_0_20170110140958665.jpg.chip.jpg,65,1
data\aligned_clean\72_0_0_20170111210618013.jpg.chip.jpg,72,1
data\non_elderly\9_0_0_20170110220058915.jpg.chip.jpg,9,0
data\non_elderly\58_0_0_20170120224656976.jpg.chip.jpg,58,0
data\aligned_clean\85_1_0_20170110183134095.jpg.chip.jpg,85,1
data\non_elderly\34_0_3_20170119165336734.jpg.chip.jpg,34,0
data\non_elderly\43_1_0_20170103183401202.jpg.chip.jpg,43,0
data\aligned_clean\80_1_0_20170110153307958.jpg.chip.jpg,80,1
data\aligned_clean\90_0_2_20170111210212331.jpg.chip.jpg,90,1
data\aligned_clean\72_0_0_20170111221724508.jpg.chip.jpg,72,1
data\aligned_clean\105_1_1_20170112213303693.jpg.chip.jpg,105,1
data\non_elderly\54_0_3_20170119210110894.jpg.chip.jpg,54,0
data\non_elderly\2_0_2_20161219203126700.jpg.chip.jpg,2,0
data\non_elderly\18_0_1_20170109214734802.jpg.chip.jpg,18,0
data\non_elderly\12_1_0_20170109203310061.jpg.chip.jpg,12,0
data\non_elderly\13_0_0_20170110224531616.jpg.chip.jpg,13,0
data\non_elderly\51_0_1_20170116222058188.jpg.chip.jpg,51,0
data\aligned_clean\85_0_0_20170120224751080.jpg.chip.jpg,85,1
data\aligned_clean\67_1_0_20170110140434646.jpg.chip.jpg,67,1
data\non_elderly\48_1_3_20170109141805054.jpg.chip.jpg,48,0
data\aligned_clean\88_0_0_20170120230341067.jpg.chip.jpg,88,1
data\aligned_clean\70_0_3_20161220221943042.jpg.chip.jpg,70,1
data\non_elderly\13_0_0_20170103200856687.jpg.chip.jpg,13,0
data\aligned_clean\75_1_0_20170110184033219.jpg.chip.jpg,75,1
data\aligned_clean\60_1_0_20170110141334072.jpg.chip.jpg,60,1
data\non_elderly\31_1_3_20170104234514954.jpg.chip.jpg,31,0
data\aligned_clean\65_0_0_20170111202227430.jpg.chip.jpg,65,1
data\non_elderly\19_0_0_20170119150054894.jpg.chip.jpg,19,0
data\non_elderly\32_0_0_20170113210127524.jpg.chip.jpg,32,0
data\aligned_clean\79_1_0_20170110141543912.jpg.chip.jpg,79,1
data\non_elderly\16_0_0_20170110231732210.jpg.chip.jpg,16,0
data\aligned_clean\67_0_0_20170120225206184.jpg.chip.jpg,67,1
data\non_elderly\11_0_4_20170103200621488.jpg.chip.jpg,11,0
data\aligned_clean\90_1_2_20170111221639268.jpg.chip.jpg,90,1
data\non_elderly\59_0_0_20170111205324096.jpg.chip.jpg,59,0
data\non_elderly\5_0_0_20170110213149382.jpg.chip.jpg,5,0
data\non_elderly\56_0_0_20170105161423995.jpg.chip.jpg,56,0
data\non_elderly\57_0_0_20170117195457344.jpg.chip.jpg,57,0
data\aligned_clean\81_1_0_20170110140600243.jpg.chip.jpg,81,1
data\aligned_clean\78_1_0_20170110141052049.jpg.chip.jpg,78,1
data\aligned_clean\66_1_0_20170110132405672.jpg.chip.jpg,66,1
data\non_elderly\52_0_1_20170113141833692.jpg.chip.jpg,52,0
data\non_elderly\3_0_0_20170110213411465.jpg.chip.jpg,3,0
data\aligned_clean\75_0_0_20170111210552235.jpg.chip.jpg,75,1
data\aligned_clean\84_1_0_20170120223155060.jpg.chip.jpg,84,1
data\non_elderly\56_0_0_20170111211219557.jpg.chip.jpg,56,0
data\non_elderly\4_0_0_20170110213539347.jpg.chip.jpg,4,0
data\non_elderly\47_1_4_20170104181336102.jpg.chip.jpg,47,0
data\non_elderly\41_0_4_20170104185252334.jpg.chip.jpg,41,0
data\aligned_clean\60_0_1_20170117175043836.jpg.chip.jpg,60,1
data\non_elderly\13_0_0_20170103201032542.jpg.chip.jpg,13,0
data\aligned_clean\85_1_0_20170110183749939.jpg.chip.jpg,85,1
data\non_elderly\8_0_0_20170104012108817.jpg.chip.jpg,8,0
data\non_elderly\56_0_1_20170111211502304.jpg.chip.jpg,56,0
data\non_elderly\19_1_3_20170119152816720.jpg.chip.jpg,19,0
data\non_elderly\24_1_2_20170116165611580.jpg.chip.jpg,24,0
data\non_elderly\44_0_4_20170104001913293.jpg.chip.jpg,44,0
data\non_elderly\16_0_0_20170110232742700.jpg.chip.jpg,16,0
data\aligned_clean\73_0_0_20170111205646002.jpg.chip.jpg,73,1
data\aligned_clean\75_1_0_20170110183152937.jpg.chip.jpg,75,1
data\non_elderly\39_1_1_20170116225010927.jpg.chip.jpg,39,0
data\non_elderly\47_0_3_20170117020747617.jpg.chip.jpg,47,0
data\non_elderly\42_0_0_20170113184059799.jpg.chip.jpg,42,0
data\non_elderly\56_1_1_20170116161657239.jpg.chip.jpg,56,0
data\non_elderly\35_1_0_20170105173525804.jpg.chip.jpg,35,0
data\aligned_clean\85_1_2_20170110181640900.jpg.chip.jpg,85,1
data\non_elderly\46_0_2_20170112211842731.jpg.chip.jpg,46,0
data\aligned_clean\85_1_2_20170110183021416.jpg.chip.jpg,85,1
data\non_elderly\7_1_0_20170109192035908.jpg.chip.jpg,7,0
data\non_elderly\4_0_4_20161221202651241.jpg.chip.jpg,4,0
data\aligned_clean\67_0_1_20170113175755885.jpg.chip.jpg,67,1
data\non_elderly\41_1_4_20170117203902928.jpg.chip.jpg,41,0
data\non_elderly\2_1_4_20161221202901201.jpg.chip.jpg,2,0
data\non_elderly\55_0_0_20170117175529999.jpg.chip.jpg,55,0
data\non_elderly\7_1_1_20170109193114418.jpg.chip.jpg,7,0
data\non_elderly\20_1_0_20170109132033628.jpg.chip.jpg,20,0
data\non_elderly\14_1_0_20170104013351986.jpg.chip.jpg,14,0
data\non_elderly\9_0_2_20161219192701323.jpg.chip.jpg,9,0
data\non_elderly\38_1_1_20170117005942906.jpg.chip.jpg,38,0
data\non_elderly\55_0_3_20170119201015604.jpg.chip.jpg,55,0
data\non_elderly\54_0_0_20170117155536389.jpg.chip.jpg,54,0
data\non_elderly\4_1_0_20170104005345015.jpg.chip.jpg,4,0
data\non_elderly\34_1_1_20170117010327748.jpg.chip.jpg,34,0
data\aligned_clean\63_0_1_20170117194942794.jpg.chip.jpg,63,1
data\non_elderly\45_0_3_20170119201202684.jpg.chip.jpg,45,0
data\aligned_clean\80_0_0_20170111205626183.jpg.chip.jpg,80,1
data\aligned_clean\96_1_0_20170110161321170.jpg.chip.jpg,96,1
data\non_elderly\39_1_0_20170104205624580.jpg.chip.jpg,39,0
data\aligned_clean\75_1_0_20170110181942190.jpg.chip.jpg,75,1
data\aligned_clean\83_1_0_20170109221112556.jpg.chip.jpg,83,1
data\aligned_clean\85_1_0_20170110183520442.jpg.chip.jpg,85,1
data\aligned_clean\63_0_0_20170102233622267.jpg.chip.jpg,63,1
data\non_elderly\19_1_1_20170113012937783.jpg.chip.jpg,19,0
data\non_elderly\37_0_2_20170116192041226.jpg.chip.jpg,37,0
data\non_elderly\56_0_0_20170111171747466.jpg.chip.jpg,56,0
data\non_elderly\58_0_0_20170113210319275.jpg.chip.jpg,58,0
data\non_elderly\24_1_1_20170116222720224.jpg.chip.jpg,24,0
data\aligned_clean\65_1_0_20170110160643923.jpg.chip.jpg,65,1
data\non_elderly\10_0_0_20170110220539329.jpg.chip.jpg,10,0
data\non_elderly\52_0_0_20170113183829983.jpg.chip.jpg,52,0
data\aligned_clean\100_1_0_20170112213001988.jpg.chip.jpg,100,1
data\non_elderly\20_0_4_20170117203144623.jpg.chip.jpg,20,0
data\aligned_clean\63_1_0_20170117175356028.jpg.chip.jpg,63,1
data\aligned_clean\93_1_0_20170120225257592.jpg.chip.jpg,93,1
data\aligned_clean\72_1_3_20170109151014965.jpg.chip.jpg,72,1
data\non_elderly\37_1_1_20170116204841022.jpg.chip.jpg,37,0
data\aligned_clean\65_0_0_20170117171054325.jpg.chip.jpg,65,1
data\aligned_clean\80_1_0_20170110181333958.jpg.chip.jpg,80,1
data\aligned_clean\77_0_0_20170111222228671.jpg.chip.jpg,77,1
data\non_elderly\44_0_3_20170119162912596.jpg.chip.jpg,44,0
data\non_elderly\57_1_0_20170108225103840.jpg.chip.jpg,57,0
data\non_elderly\24_1_0_20170111182452767.jpg.chip.jpg,24,0
data\non_elderly\56_1_0_20170110153845590.jpg.chip.jpg,56,0
data\aligned_clean\80_0_1_20170111205416943.jpg.chip.jpg,80,1
data\non_elderly\25_1_2_20170104015630471.jpg.chip.jpg,25,0
data\aligned_clean\92_0_2_20170105174832245.jpg.chip.jpg,92,1
data\non_elderly\49_1_1_20170113012017156.jpg.chip.jpg,49,0
data\non_elderly\54_0_4_20170117204308977.jpg.chip.jpg,54,0
data\non_elderly\30_0_4_20170104201527594.jpg.chip.jpg,30,0
data\non_elderly\35_0_4_20170117172754499.jpg.chip.jpg,35,0
data\non_elderly\34_0_1_20170116202042710.jpg.chip.jpg,34,0
data\non_elderly\13_1_4_20170103212548662.jpg.chip.jpg,13,0
data\non_elderly\30_1_0_20170117153443852.jpg.chip.jpg,30,0
data\aligned_clean\66_1_0_20170110132508785.jpg.chip.jpg,66,1
data\non_elderly\1_0_2_20161219195703108.jpg.chip.jpg,1,0
data\non_elderly\43_0_3_20170119153259240.jpg.chip.jpg,43,0
data\non_elderly\29_1_0_20170103181430872.jpg.chip.jpg,29,0
data\non_elderly\9_0_1_20170110224349623.jpg.chip.jpg,9,0
data\aligned_clean\62_1_0_20170110160643829.jpg.chip.jpg,62,1
data\non_elderly\13_1_0_20170109213526011.jpg.chip.jpg,13,0
data\aligned_clean\85_0_2_20170112224212748.jpg.chip.jpg,85,1
data\non_elderly\11_1_0_20170109205247087.jpg.chip.jpg,11,0
data\non_elderly\38_1_0_20170108230255020.jpg.chip.jpg,38,0
data\aligned_clean\85_1_0_20170110184027031.jpg.chip.jpg,85,1
data\non_elderly\47_0_3_20170119205242687.jpg.chip.jpg,47,0
data\non_elderly\2_1_2_20161219205100213.jpg.chip.jpg,2,0
data\non_elderly\52_0_0_20170111171747350.jpg.chip.jpg,52,0
data\aligned_clean\66_1_0_20170110140921650.jpg.chip.jpg,66,1
data\non_elderly\21_1_0_20170103201838744.jpg.chip.jpg,21,0
data\non_elderly\20_1_1_20170116215855605.jpg.chip.jpg,20,0
data\non_elderly\59_0_0_20170111171747529.jpg.chip.jpg,59,0
data\non_elderly\23_1_3_20170104223200053.jpg.chip.jpg,23,0
data\aligned_clean\85_1_0_20170110173744770.jpg.chip.jpg,85,1
data\non_elderly\41_0_1_20170116143010959.jpg.chip.jpg,41,0
data\aligned_clean\64_0_0_20170120224704201.jpg.chip.jpg,64,1
data\aligned_clean\75_0_1_20170111211400077.jpg.chip.jpg,75,1
data\non_elderly\34_0_3_20170119200815948.jpg.chip.jpg,34,0
data\non_elderly\36_0_1_20170117175139438.jpg.chip.jpg,36,0
data\non_elderly\19_0_0_20170103180141544.jpg.chip.jpg,19,0
data\non_elderly\20_0_4_20170117193437251.jpg.chip.jpg,20,0
data\non_elderly\27_0_3_20170104220227054.jpg.chip.jpg,27,0
data\non_elderly\22_1_2_20170116172613537.jpg.chip.jpg,22,0
data\aligned_clean\82_0_0_20170111223913094.jpg.chip.jpg,82,1
data\non_elderly\9_0_0_20170110224736067.jpg.chip.jpg,9,0
data\non_elderly\14_1_0_20170109212518607.jpg.chip.jpg,14,0
data\aligned_clean\63_0_4_20170117175627092.jpg.chip.jpg,63,1
data\non_elderly\8_1_3_20170104222709156.jpg.chip.jpg,8,0
data\non_elderly\8_1_0_20170109201053203.jpg.chip.jpg,8,0
data\non_elderly\42_1_1_20170113012041287.jpg.chip.jpg,42,0
data\aligned_clean\70_1_0_20170110141123329.jpg.chip.jpg,70,1
data\non_elderly\40_0_0_20170111181750378.jpg.chip.jpg,40,0
data\non_elderly\45_0_0_20170117182703981.jpg.chip.jpg,45,0
data\non_elderly\43_1_4_20170117174415686.jpg.chip.jpg,43,0
data\aligned_clean\63_0_3_20170117195002527.jpg.chip.jpg,63,1
data\non_elderly\34_1_0_20170111182452832.jpg.chip.jpg,34,0
data\aligned_clean\80_1_0_20170110183817822.jpg.chip.jpg,80,1
data\non_elderly\23_1_0_20170117144809468.jpg.chip.jpg,23,0
data\non_elderly\31_0_0_20170116195723154.jpg.chip.jpg,31,0
data\non_elderly\18_1_0_20170109214559082.jpg.chip.jpg,18,0
data\aligned_clean\100_1_0_20170117195420803.jpg.chip.jpg,100,1
data\non_elderly\22_0_2_20170104021111388.jpg.chip.jpg,22,0
data\non_elderly\27_0_1_20170117164549029.jpg.chip.jpg,27,0
data\aligned_clean\75_0_0_20170111205932368.jpg.chip.jpg,75,1
data\non_elderly\1_0_0_20161219140642920.jpg.chip.jpg,1,0
data\non_elderly\58_0_0_20170120224609760.jpg.chip.jpg,58,0
data\aligned_clean\90_0_1_20170111210246547.jpg.chip.jpg,90,1
data\aligned_clean\82_0_1_20170111210240036.jpg.chip.jpg,82,1
data\aligned_clean\89_1_0_20170110182442099.jpg.chip.jpg,89,1
data\aligned_clean\81_0_0_20170111222241614.jpg.chip.jpg,81,1
data\aligned_clean\60_1_1_20170120223635158.jpg.chip.jpg,60,1
data\aligned_clean\70_0_0_20170111201153097.jpg.chip.jpg,70,1
data\non_elderly\59_1_2_20170104212726717.jpg.chip.jpg,59,0
data\aligned_clean\67_0_1_20170117143308243.jpg.chip.jpg,67,1
data\non_elderly\48_0_0_20170105163527867.jpg.chip.jpg,48,0
data\aligned_clean\67_0_0_20170111171747651.jpg.chip.jpg,67,1
data\non_elderly\31_0_1_20170117135511623.jpg.chip.jpg,31,0
data\aligned_clean\76_1_2_20170110182935621.jpg.chip.jpg,76,1
data\non_elderly\48_1_0_20170109010620232.jpg.chip.jpg,48,0
data\aligned_clean\85_1_0_20170110181554730.jpg.chip.jpg,85,1
data\aligned_clean\95_1_0_20170120230322267.jpg.chip.jpg,95,1
data\non_elderly\42_0_0_20170111202314436.jpg.chip.jpg,42,0
data\aligned_clean\65_1_0_20170110143514848.jpg.chip.jpg,65,1
data\aligned_clean\72_1_0_20170110183657201.jpg.chip.jpg,72,1
data\non_elderly\23_0_3_20170117144210931.jpg.chip.jpg,23,0
data\non_elderly\24_1_0_20170116220317125.jpg.chip.jpg,24,0
data\aligned_clean\66_1_0_20170110122200303.jpg.chip.jpg,66,1
data\non_elderly\33_1_1_20170113000848177.jpg.chip.jpg,33,0
data\aligned_clean\68_1_0_20170110143406927.jpg.chip.jpg,68,1
data\aligned_clean\73_1_0_20170110131519640.jpg.chip.jpg,73,1
data\non_elderly\24_1_3_20170119152515392.jpg.chip.jpg,24,0
data\aligned_clean\84_1_0_20170120230246475.jpg.chip.jpg,84,1
data\aligned_clean\64_1_0_20170110131514547.jpg.chip.jpg,64,1
data\non_elderly\46_1_1_20170113011956753.jpg.chip.jpg,46,0
data\aligned_clean\61_0_0_20170113185456409.jpg.chip.jpg,61,1
data\aligned_clean\85_1_0_20170110182138154.jpg.chip.jpg,85,1
data\aligned_clean\83_1_0_20170120230224530.jpg.chip.jpg,83,1
data\non_elderly\32_0_0_20170116191447918.jpg.chip.jpg,32,0
data\non_elderly\41_0_1_20170117173648607.jpg.chip.jpg,41,0
data\non_elderly\15_0_0_20170116201123807.jpg.chip.jpg,15,0
data\non_elderly\36_1_0_20170110173815028.jpg.chip.jpg,36,0
data\non_elderly\52_0_1_20170111171747356.jpg.chip.jpg,52,0
data\aligned_clean\82_0_2_20170112224626730.jpg.chip.jpg,82,1
data\aligned_clean\60_1_0_20170110140900329.jpg.chip.jpg,60,1
data\non_elderly\9_0_0_20170120133313910.jpg.chip.jpg,9,0
data\non_elderly\2_1_4_20161221202436617.jpg.chip.jpg,2,0
data\non_elderly\32_1_1_20170113011625824.jpg.chip.jpg,32,0
data\non_elderly\42_1_1_20170112220102774.jpg.chip.jpg,42,0
data\aligned_clean\68_1_0_20170110132430273.jpg.chip.jpg,68,1
data\aligned_clean\76_1_1_20170110181603235.jpg.chip.jpg,76,1
data\aligned_clean\62_0_1_20170113185008129.jpg.chip.jpg,62,1
data\non_elderly\51_1_0_20170117190830626.jpg.chip.jpg,51,0
data\non_elderly\40_0_0_20170117185234626.jpg.chip.jpg,40,0
data\non_elderly\32_0_1_20170117182323820.jpg.chip.jpg,32,0
data\non_elderly\9_0_0_20170110224610119.jpg.chip.jpg,9,0
data\non_elderly\14_1_0_20170104011842010.jpg.chip.jpg,14,0
data\non_elderly\20_1_0_20170105183741919.jpg.chip.jpg,20,0
data\non_elderly\17_1_0_20170109213559869.jpg.chip.jpg,17,0
data\non_elderly\12_1_4_20170103200804119.jpg.chip.jpg,12,0
data\non_elderly\19_0_1_20170113132630232.jpg.chip.jpg,19,0
data\non_elderly\45_1_4_20170117150756260.jpg.chip.jpg,45,0
data\aligned_clean\74_0_0_20170111223730444.jpg.chip.jpg,74,1
data\non_elderly\18_1_2_20170114030739228.jpg.chip.jpg,18,0
data\aligned_clean\85_1_0_20170110182945927.jpg.chip.jpg,85,1
data\non_elderly\32_0_1_20170113141930308.jpg.chip.jpg,32,0
